date,url,title,category
2/26/2020,https://finance.detik.com/berita-ekonomi-bisnis/d-4915837/wishnutama-mau-sewa-influencer-asing-pakai-bts,"Wishnutama Mau Sewa Influencer Asing, Pakai BTS?",finance
2/26/2020,https://finance.detik.com/berita-ekonomi-bisnis/d-4915977/dikritik-keras-dpr-soal-banjir-anies-buka-suara,"Dikritik Keras DPR soal Banjir, Anies Buka Suara",finance
2/26/2020,https://finance.detik.com/infrastruktur/d-4915889/dpr-kritik-keras-anies-bukan-naturalisasi-tapi-kerjanisasi,"DPR Kritik Keras Anies: Bukan Naturalisasi, tapi Kerjanisasi!",finance
2/26/2020,https://finance.detik.com/berita-ekonomi-bisnis/d-4915915/kok-nggak-datang-rapat-bahas-banjir-pak-anies,"Kok Nggak Datang Rapat Bahas Banjir, Pak Anies?",finance
2/26/2020,https://finance.detik.com/berita-ekonomi-bisnis/d-4915855/bri-gelar-bazar-ragam-merek-sneaker-ada-cashback-hingga-rp-2-juta,"BRI Gelar Bazar Ragam Merek Sneaker, Ada Cashback hingga Rp 2 Juta",finance
2/26/2020,https://finance.detik.com/moneter/d-4915815/ct-sebut-virus-baru-masuk-ri-namanya-jiwasraya,"CT Sebut Virus Baru Masuk RI, Namanya Jiwasraya",finance
2/26/2020,https://finance.detik.com/foto-bisnis/d-4916181/gandeng-fintech-bank-mandiri-salurkan-kredit-ke-umkm,"Gandeng Fintech, Bank Mandiri Salurkan Kredit ke UMKM",finance
2/26/2020,https://finance.detik.com/infografis/d-4915833/jakarta-banjir-lagi-gubernur-tak-kerjanisasi,"Jakarta Banjir (Lagi), Gubernur Tak Kerjanisasi!",finance
2/26/2020,https://finance.detik.com/energi/d-4915818/genjot-target-ebt-brantas-abipraya-resmikan-pltm-sako-1,"Genjot Target EBT, Brantas Abipraya Resmikan PLTM Sako-1",finance
2/26/2020,https://finance.detik.com/moneter/d-4915813/ojk-perketat-penjualan-reksa-dana-di-perbankan,OJK Perketat Penjualan Reksa Dana di Perbankan,finance
2/26/2020,https://finance.detik.com/berita-ekonomi-bisnis/d-4915807/airlangga-omnibus-law-cipta-kerja-bukan-revisi-uu-tenaga-kerja,Airlangga: Omnibus Law Cipta Kerja Bukan Revisi UU Tenaga Kerja,finance
2/26/2020,https://finance.detik.com/berita-ekonomi-bisnis/d-4915795/bpk-sindir-keras-dewas-tvri-pejabat-non-eselon-rasa-menteri,BPK Sindir Keras Dewas TVRI: Pejabat Non Eselon Rasa Menteri!,finance
2/26/2020,https://finance.detik.com/berita-ekonomi-bisnis/d-4915788/ada-anggaran-rp-72-m-untuk-influencer-dipakai-buat-apa-sih,"Ada Anggaran Rp 72 M untuk Influencer, Dipakai Buat Apa Sih?",finance
2/26/2020,https://finance.detik.com/berita-ekonomi-bisnis/d-4915734/wishnutama-mau-gelontorkan-rp-72-m-untuk-influencer-asing-buat-apa,"Wishnutama Mau Gelontorkan Rp 72 M untuk Influencer Asing, Buat Apa?",finance
4/27/2020,https://food.detik.com/foto-kuliner/d-4993117/kocak-begini-jadinya-kalau-oppa-di-k-drama-diubah-jadi-sirup-manis,Galeri Foto Kocak! Begini Jadinya Kalau 'Oppa' di K-Drama Diubah Jadi Sirup Manis,food
4/27/2020,https://food.detik.com/foto-kuliner/d-4992713/niat-abis-netizen-luangkan-waktu-susun-pola-meses-di-roti-tawar,Galeri Foto Niat Abis! Netizen Luangkan Waktu Susun Pola Meses di Roti Tawar,food
4/27/2020,https://food.detik.com/info-kuliner/d-4993219/keseruan-putri-delina-siapkan-menu-sahur-untuk-sule-dan-rizky-febian,Keseruan Putri Delina Siapkan Menu Sahur untuk Sule dan Rizky Febian,food
4/27/2020,https://food.detik.com/info-kuliner/d-4993095/yuk-intip-aksi-orang-korea-bikin-sambal-ulek-khas-indonesia,"Yuk, Intip! Aksi Orang Korea Bikin Sambal Ulek Khas Indonesia",food
4/27/2020,https://food.detik.com/ayam/d-4992541/resep-tumis-ayam-dan-tofu-yang-sedap-untuk-sahur,Resep Tumis Ayam dan Tofu yang Sedap Untuk Sahur,food
4/27/2020,https://food.detik.com/info-kuliner/d-4993093/menu-buka-puasa-pilih-5-isian-kolak-ini-untuk-imunitas-tubuh,"Menu Sahur dan Buka Puasa Menu Buka Puasa, Pilih 5 Isian Kolak Ini Untuk Imunitas Tubuh",food
4/27/2020,https://food.detik.com/berita-boga/d-4993158/hotel-di-bandung-layani-pesan-antar-nasi-kebuli-hingga-rujak-cingur,Hotel di Bandung Layani Pesan Antar Nasi Kebuli hingga Rujak Cingur,food
4/27/2020,https://food.detik.com/info-kuliner/d-4992808/polisi-militer-ini-mau-beli-takjil-pedagangnya-malah-kabur,"Polisi Militer Ini Mau Beli Takjil, Pedagangnya Malah Kabur",food
4/27/2020,https://food.detik.com/info-kuliner/d-4993053/keren-jimin-bts-disulap-jadi-kue-yang-mirip-seperti-aslinya,Keren! Jimin 'BTS' Disulap Jadi Kue yang Mirip Seperti Aslinya,food
4/27/2020,https://food.detik.com/info-kuliner/d-4992875/slurpp-coffee-jelly-yang-segar-bisa-dibeli-online-di-sini,Sahur dan Buka di Rumah Aja Slurpp! Coffee Jelly yang Segar Bisa Dibeli Online di Sini,food
4/27/2020,https://food.detik.com/berita-boga/d-4992957/wow-sekarang-bisa-pesen-menu-6-resto-favorit-kamu-di-satu-tempat,Wow! Sekarang Bisa Pesen Menu 6 Resto Favorit Kamu di Satu Tempat,food
4/27/2020,https://food.detik.com/info-kuliner/d-4992800/ngaco-youtuber-ini-tawarkan-rp-10-juta-untuk-orang-yang-mau-batalkan-puasa,Ngaco! Youtuber Ini Tawarkan Rp 10 Juta Untuk Orang yang Mau Batalkan Puasa,food
4/27/2020,https://food.detik.com/online-food/d-4992698/roti-coklatku-ngemil-mamol-coklat-dan-lumpia-jagung-pedas-untuk-berbuka,Roti Coklatku: Ngemil Mamol Coklat dan Lumpia Jagung Pedas untuk Berbuka,food
4/27/2020,https://food.detik.com/info-kuliner/d-4992780/keren-roti-sourdough-ini-dihias-dengan-pola-artistik,Keren! Roti Sourdough Ini Dihias dengan Pola Artistik,food
4/27/2020,https://food.detik.com/resto-dan-kafe/d-4992574/jangan-ngaku-pencinta-boba-kalau-belum-tahu-3-varian-ini,Jangan Ngaku Pencinta Boba Kalau Belum Tahu 3 Varian Ini,food
4/27/2020,https://food.detik.com/info-kuliner/d-4992774/wow-begini-jadinya-kalau-wanita-kekar-kupas-durian,Wow! Begini Jadinya Kalau Wanita Kekar Kupas Durian,food
4/27/2020,https://food.detik.com/info-kuliner/d-4992699/hobi-pecahkan-telur-dan-semangka-pakai-karet-gelang-pria-ini-jadi-viral,"Hobi Pecahkan Telur dan Semangka Pakai Karet Gelang, Pria Ini Jadi Viral",food
4/27/2020,https://food.detik.com/info-kuliner/d-4992587/5-makanan-korea-utara-terkenal-menurut-guide-yang-183-kali-ke-sana,5 Makanan Korea Utara Terkenal Menurut Guide yang 183 Kali ke Sana,food
4/27/2020,https://food.detik.com/info-kuliner/d-4992605/terdampak-corona-pepes-ikan-bengkulu-sepi-pembeli,"Terdampak Corona, Pepes Ikan Bengkulu Sepi Pembeli",food
4/27/2020,https://food.detik.com/info-kuliner/d-4992590/viral-nasi-anjing-ada-nasi-bungkus-porsi-mungil-yang-populer,"Viral 'Nasi Anjing', Ada Nasi Bungkus Porsi Mungil yang Populer",food
4/27/2020,https://food.detik.com/berita-boga/d-4992579/buat-takjil-praktis-dengan-promo-indomilk-dari-e-catalogue-transmart,Buat Takjil Praktis dengan Promo Indomilk dari e-Catalogue Transmart,food
4/27/2020,https://food.detik.com/info-kuliner/d-4992577/heboh-kereta-kim-jong-un-di-wonsan-kota-ini-terkenal-punya-seafood-enak,"Heboh Kereta Kim Jong Un Di Wonsan, Kota Ini Terkenal Punya Seafood Enak",food
4/27/2020,https://food.detik.com/berita-boga/d-4992464/saat-puasa-ini-alasan-madu-wajib-ada-di-menu-sahur,"Saat Puasa, Ini Alasan Madu Wajib Ada di Menu Sahur",food
4/27/2020,https://food.detik.com/info-kuliner/d-4992538/dikabarkan-meninggal-inilah-5-makanan-mewah-favorit-kim-jong-un,"Dikabarkan Meninggal, Inilah 5 Makanan Mewah Favorit Kim Jong Un",food
4/27/2020,https://food.detik.com/info-kuliner/d-4992030/cara-membuat-susu-kurma-yang-legit-kaya-nutrisi,Sahur dan Buka di Rumah Aja Cara Membuat Susu Kurma yang Legit Kaya Nutrisi,food
4/27/2020,https://food.detik.com/info-kuliner/d-4990768/niat-abis-chuck-mccarthy-bikin-replika-doritos-untuk-kelabui-pacarnya,Niat Abis! Chuck McCarthy Bikin Replika Doritos untuk Kelabui Pacarnya,food
4/27/2020,https://food.detik.com/berita-boga/d-4992407/lukisan-roti-meses-viral-hingga-es-kopi-jepang-yang-enak-untuk-berbuka,Berita Terpopuler Lukisan Roti Meses Viral hingga Es Kopi Jepang yang Enak Untuk Berbuka,food
4/27/2020,https://food.detik.com/info-kuliner/d-4991651/gurih-lembut-sate-lele-ponorogo-sedap-untuk-berbuka,"Gurih Lembut Sate Lele Ponorogo, Sedap Untuk Berbuka",food
4/27/2020,https://food.detik.com/menu-harian-ramadan/d-4991232/menu-harian-ramadhan-ke-4--buka-puasa-dengan-es-buah-serut-yang-segar,Menu Harian Ramadhan ke-4 : Buka Puasa dengan Es Buah Serut yang Segar,food
4/27/2020,https://food.detik.com/info-sehat/d-4991832/setelah-minum-kopi-orang-lebih-peka-akan-rasa-manis,Setelah Minum Kopi Orang Lebih Peka Akan Rasa Manis,food
4/27/2020,https://food.detik.com/info-sehat/d-4991765/konsumsi-7-buah-segar-yang-enak-ini-untuk-perkuat-imunitas-tubuh,Konsumsi 7 Buah Segar yang Enak Ini Untuk Perkuat Imunitas Tubuh,food
4/27/2020,https://food.detik.com/info-kuliner/d-4990831/5-tahap-pengolahan-kolang-kaling-dari-buah-aren,5 Tahap Pengolahan Kolang-kaling dari Buah Aren,food
2/17/2020,https://health.detik.com/sexual-health/d-4902983/pemuda-sulsel-curi-cd-dan-bra-emak-emak-termasuk-fetish-atau-gangguan-jiwa,"Pemuda Sulsel Curi CD dan Bra Emak-emak, Termasuk Fetish atau Gangguan Jiwa?",health
2/17/2020,https://health.detik.com/sexual-health/d-4902894/pemuda-di-sulsel-curi-bra-dan-cd-emak-emak-ilmu-hitam-atau-fetish,"Pemuda di Sulsel Curi Bra dan 'CD' Emak-emak, Ilmu Hitam atau Fetish?",health
2/17/2020,https://health.detik.com/berita-detikhealth/d-4902902/netizen-sebut-health-alert-card-ribet-dan-tak-efektif-ini-kata-kemenkes,"Netizen Sebut Health Alert Card Ribet dan Tak Efektif, Ini Kata Kemenkes",health
2/17/2020,https://health.detik.com/sexual-health/d-4902995/apa-yang-bikin-seks-terasa-menyenangkan-riset-ini-mengungkap-jawabannya,Apa yang Bikin Seks Terasa Menyenangkan? Riset Ini Mengungkap Jawabannya,health
2/17/2020,https://health.detik.com/berita-detikhealth/d-4902872/studi-mengatakan-covid-19-tidak-menular-ke-janin,Studi Mengatakan COVID-19 Tidak Menular ke Janin,health
2/17/2020,https://health.detik.com/berita-detikhealth/d-4902850/tak-perlu-karantina-sepulang-dari-singapura-checklist-lebih-disarankan,"Tak Perlu Karantina Sepulang dari Singapura, Checklist Lebih Disarankan",health
2/17/2020,https://health.detik.com/berita-detikhealth/d-4902815/efek-amphetamine-narkoba-yang-jejaknya-ada-di-tubuh-lucinta-luna,"Efek Amphetamine, Narkoba yang Jejaknya Ada di Tubuh Lucinta Luna",health
2/17/2020,https://health.detik.com/berita-detikhealth/d-4902768/bayi-67-hari-jadi-pasien-termuda-yang-sembuh-dari-covid-19,Bayi 67 Hari Jadi Pasien Termuda yang Sembuh dari COVID-19,health
2/17/2020,https://health.detik.com/berita-detikhealth/d-4902731/lucinta-luna-positif-amphetamin-obat-apakah-itu,"Lucinta Luna Positif Amphetamin, Obat Apakah Itu?",health
2/17/2020,https://health.detik.com/berita-detikhealth/d-4902689/health-alert-card-di-bandara-bikin-ribet-ini-saran-guru-besar-fkm-ui,"Health Alert Card di Bandara Bikin Ribet, Ini Saran Guru Besar FKM UI",health
2/17/2020,https://health.detik.com/berita-detikhealth/d-4902620/tunggu-hasil-tes-menkes-akan-jemput-78-wni-di-kapal-pesiar-jepang,"Tunggu Hasil Tes, Menkes Akan Jemput 78 WNI di Kapal Pesiar Jepang",health
2/17/2020,https://health.detik.com/berita-detikhealth/d-4902593/bikin-ribet-pengisian-health-alert-card-di-bandara-dikeluhkan,"Bikin Ribet, Pengisian 'Health Alert Card' di Bandara Dikeluhkan",health
2/17/2020,https://health.detik.com/berita-detikhealth/d-4902590/ini-olahraga-yang-dapat-dilakukan-untuk-turunkan-kadar-kolesterol,Ini Olahraga yang Dapat Dilakukan untuk Turunkan Kadar Kolesterol,health
2/17/2020,https://health.detik.com/berita-detikhealth/d-4902549/tak-hanya-masker-dan-desinfektan-tisu-toilet-juga-ludes-gara-gara-corona,"Tak Hanya Masker dan Desinfektan, Tisu Toilet Juga Ludes Gara-gara Corona",health
2/17/2020,https://health.detik.com/berita-detikhealth/d-4902502/tak-takut-dicibir-menkes-tegaskan-lagi-soal-doa-bantu-tangkal-corona,"Tak Takut Dicibir, Menkes Tegaskan Lagi Soal Doa Bantu Tangkal Corona",health
2/17/2020,https://health.detik.com/detiktv/d-4902454/who-belum-bisa-prediksi-penyebaran-covid-19-ke-depannya,WHO Belum Bisa Prediksi Penyebaran COVID-19 ke Depannya,health
2/17/2020,https://health.detik.com/berita-detikhealth/d-4902392/ri-tak-wajibkan-karantina-diri-sendiri-sepulang-dari-singapura,RI Tak Wajibkan Karantina Diri Sendiri Sepulang dari Singapura,health
2/17/2020,https://health.detik.com/berita-detikhealth/d-4902391/tidak-melulu-tanda-penyakit-serius-ini-penyebab-kita-sering-batuk,"Tidak Melulu Tanda Penyakit Serius, Ini Penyebab Kita Sering Batuk",health
2/17/2020,https://health.detik.com/detiktv/d-4902375/peneliti-rilis-gambar-paru-paru-pasien-terinfeksi-virus-corona-covid-19,Peneliti Rilis Gambar Paru-paru Pasien Terinfeksi Virus Corona COVID-19,health
2/17/2020,https://health.detik.com/berita-detikhealth/d-4902315/korea-selatan-umumkan-satu-pasien-sembuh-dari-virus-corona-covid-19,Korea Selatan Umumkan Satu Pasien Sembuh dari Virus Corona COVID-19,health
2/17/2020,https://health.detik.com/berita-detikhealth/d-4902266/di-negara-negara-ini-datang-dari-singapura-harus-mengkarantina-diri-sendiri,"Di Negara-negara Ini, Datang dari Singapura Harus Mengkarantina Diri Sendiri",health
2/17/2020,https://health.detik.com/berita-detikhealth/d-4902235/penasaran-ini-lho-penampakan-virus-corona-covid-19-yang-sebenarnya,Penasaran? Ini Lho Penampakan Virus Corona COVID-19 yang Sebenarnya,health
2/17/2020,https://health.detik.com/true-story/d-4902175/rebutan-desinfektan-covid-19-pengunjung-supermarket-saling-tusuk,"Rebutan Desinfektan COVID-19, Pengunjung Supermarket Saling Tusuk",health
2/17/2020,https://health.detik.com/berita-detikhealth/d-4902084/heboh-karena-virus-corona-memangnya-siapa-sih-yang-wajib-pakai-masker,"Heboh Karena Virus Corona, Memangnya Siapa Sih yang Wajib Pakai Masker?",health
2/17/2020,https://health.detik.com/berita-detikhealth/d-4902046/ini-yang-terjadi-saat-seseorang-terinfeksi-virus-corona-covid-19,Ini yang Terjadi Saat Seseorang Terinfeksi Virus Corona COVID-19,health
2/17/2020,https://health.detik.com/berita-detikhealth/d-4901948/kasus-meningkat-who-tegaskan-tak-bisa-prediksi-penyebaran-covid-19,"Kasus Meningkat, WHO Tegaskan Tak Bisa Prediksi Penyebaran COVID-19",health
2/17/2020,https://health.detik.com/fotohealth/d-4901939/5-cara-cegah-penularan-virus-corona-covid-19,5 Cara Cegah Penularan Virus Corona COVID-19,health
2/17/2020,https://health.detik.com/diet/d-4901840/daftar-sayuran-yang-lebih-sehat-kalau-mentah-dan-yang-harus-dimasak,Daftar Sayuran yang Lebih Sehat Kalau Mentah dan yang Harus Dimasak,health
2/17/2020,https://health.detik.com/berita-detikhealth/d-4901819/beredar-penampakan-paru-paru-yang-terinfeksi-virus-corona-covid-19,Beredar Penampakan Paru-paru yang Terinfeksi Virus Corona COVID-19,health
2/17/2020,https://health.detik.com/kebugaran/d-4901793/suka-berenang-tapi-napasnya-nggak-kuat-ini-tips-dari-aquaman,Suka Berenang Tapi Napasnya Nggak Kuat? Ini Tips dari 'Aquaman',health
2/17/2020,https://health.detik.com/berita-detikhealth/d-4901786/musisi-elton-john-terserang-walking-pneumonia-penyakit-apa-itu,"Musisi Elton John Terserang 'Walking Pneumonia', Penyakit Apa Itu?",health
2/17/2020,https://health.detik.com/berita-detikhealth/d-4901761/taiwan-laporkan-kematian-pertama-akibat-virus-corona-covid-19,Taiwan Laporkan Kematian Pertama akibat Virus Corona COVID-19,health
2/17/2020,https://health.detik.com/kebugaran/d-4901757/siapa-bilang-sibuk-bekerja-bikin-susah-olahraga-simak-kata-liza-natalia,Siapa Bilang Sibuk Bekerja Bikin Susah Olahraga? Simak Kata Liza Natalia,health
2/17/2020,https://health.detik.com/berita-detikhealth/d-4901681/ingin-berotot-seperti-jeremiah-aquaman-lakhwani-kuncinya-di-protein,Ingin Berotot Seperti Jeremiah 'Aquaman' Lakhwani? Kuncinya di Protein,health
2/17/2020,https://health.detik.com/berita-detikhealth/d-4901699/banyak-yang-abal-abal-begini-memilih-psikolog-resmi-yang-terpercaya,"Banyak yang Abal-abal, Begini Memilih Psikolog Resmi yang Terpercaya",health
2/17/2020,https://health.detik.com/berita-detikhealth/d-4901695/dilema-virus-corona-di-kapal-pesiar-dikarantina-malah-makin-menular,"Dilema Virus Corona di Kapal Pesiar, Dikarantina Malah Makin Menular",health
2/17/2020,https://health.detik.com/berita-detikhealth/d-4901680/inginpunya-body-ramping-ideal-seperti-liza-natalia-ini-rahasianya,InginÂ Punya Body Ramping Ideal Seperti Liza Natalia? Ini Rahasianya,health
5/10/2020,https://hot.detik.com/celeb/d-5009535/sahabat-ceritakan-awal-mula-didi-kempot-tampil-di-suriname,Sahabat Ceritakan Awal Mula Didi Kempot Tampil di Suriname,hot
5/10/2020,https://hot.detik.com/celeb/d-5009513/jangan-genit-nora-alexandra-cemburu-lihat-netter-beri-emoji-hati-ke-jerinx,Jangan Genit! Nora Alexandra Cemburu Lihat Netter Beri Emoji Hati ke Jerinx,hot
5/10/2020,https://hot.detik.com/celeb/d-5009502/bangun-masjid-atta-perlukah-diposting-di-youtube-agar-kalian-setop-maki-saya,"Bangun Masjid, Atta: Perlukah Diposting di YouTube Agar Kalian Setop Maki Saya?",hot
5/10/2020,https://hot.detik.com/celeb/d-5009530/nyanyikan-lagu-layang-kangen-dan-cidro-putra-didi-kempot-nangis,"Nyanyikan Lagu 'Layang Kangen' dan 'Cidro', Putra Didi Kempot Nangis",hot
5/10/2020,https://hot.detik.com/celeb/d-5009478/pandemi-corona-barbie-kumalasari-kangen-dan-khawatir-dengan-galih-ginanjar,"Pandemi Corona, Barbie Kumalasari Kangen dan Khawatir dengan Galih Ginanjar",hot
5/10/2020,https://hot.detik.com/celeb/d-5009475/miris-banyak-phk-ashanty-bukan-bicara-untung-rugi-tapi-hati-nurani,"Miris Banyak PHK, Ashanty Bukan Bicara Untung Rugi tapi Hati Nurani",hot
5/10/2020,https://hot.detik.com/kpop/d-5009454/rekomendasi-drama-korea-anak-sekolah-terbaik-untuk-tontonan-akhir-pekan,Rekomendasi Drama Korea Anak Sekolah Terbaik untuk Tontonan Akhir Pekan,hot
5/10/2020,https://hot.detik.com/celeb/d-5009445/dennis-rodman-dan-mike-tyson-akui-sulit-untuk-jadi-orang-tua,Dennis Rodman dan Mike Tyson Akui Sulit untuk Jadi Orang Tua,hot
5/10/2020,https://hot.detik.com/kpop/d-5009429/blackpink-beri-bocoran-soal-comeback-juni-2020,BLACKPINK Beri Bocoran soal Comeback Juni 2020,hot
5/10/2020,https://hot.detik.com/celeb/d-5009406/felix-siauw-menjawab-tuduhan-jerinx-soal-agama-itu-konspirasi,Felix Siauw Menjawab Tuduhan Jerinx Soal Agama Itu Konspirasi,hot
5/10/2020,https://hot.detik.com/music/d-5009400/masih-7-tahun-cucu-elvy-sukaesih-ciptakan-lagu-bahasa-inggris-soal-covid-19,"Masih 7 Tahun, Cucu Elvy Sukaesih Ciptakan Lagu Bahasa Inggris soal COVID-19",hot
5/10/2020,https://hot.detik.com/celeb/d-5009383/1-tahun-meninggalnya-arifin-ilham-larissa-chou-rindu-ini-tak-akan-hilang,"1 Tahun Meninggalnya Arifin Ilham, Larissa Chou: Rindu Ini Tak Akan Hilang",hot
5/10/2020,https://hot.detik.com/kpop/d-5009363/not-today-jadi-video-musik-ke-10-bts-yang-capai-400-juta-penonton,'Not Today' Jadi Video Musik ke-10 BTS yang Capai 400 Juta Penonton,hot
5/10/2020,https://hot.detik.com/celeb/d-5009341/kangen-vanesha-prescilla-posting-foto-naik-pesawat,"Kangen, Vanesha Prescilla Posting Foto 'Naik' Pesawat",hot
5/10/2020,https://hot.detik.com/celeb/d-5009338/emma-stone-dirumorkan-sudah-menikah-diam-diam,Emma Stone Dirumorkan Sudah Menikah Diam-diam,hot
5/10/2020,https://hot.detik.com/detiktv/d-5009378/jerinx-sebut-agama-itu-konspirasi-ahmad-dhani-belajar-sejarah-dulu,"Jerinx Sebut Agama itu Konspirasi, Ahmad Dhani: Belajar Sejarah Dulu",hot
5/10/2020,https://hot.detik.com/tv-news/d-5009337/chappie-hingga-xxx-2-di-bioskop-trans-tv-minggu-malam,'Chappie' hingga 'xXx 2' di Bioskop Trans TV Minggu Malam,hot
5/10/2020,https://hot.detik.com/celeb/d-5009313/lika-liku-pangeran-harry-meghan-markle-tinggalkan-kerajaan-difilmkan,Lika-liku Pangeran Harry-Meghan Markle Tinggalkan Kerajaan Difilmkan,hot
5/10/2020,https://hot.detik.com/book/d-5009278/okky-madasari-ingin-menulis-cerita-remaja,Okky Madasari Ingin Menulis Cerita Remaja,hot
5/10/2020,https://hot.detik.com/celeb/d-5009271/populer-sepekan-didi-kempot-meninggal-hingga-roy-kiyoshi-ditangkap,Populer Sepekan: Didi Kempot Meninggal hingga Roy Kiyoshi Ditangkap,hot
5/10/2020,https://hot.detik.com/celeb/d-5009211/dukungan-untuk-ungkapan-menohok-ashanty-bagi-pengusaha-yang-phk-karyawan,Dukungan untuk Ungkapan Menohok Ashanty bagi Pengusaha yang PHK Karyawan,hot
5/10/2020,https://hot.detik.com/spotlight/d-5009197/gossip-girl-indonesia-tak-hanya-angkat-kisah-anak-anak-remaja-kaya,'Gossip Girl Indonesia' Tak Hanya Angkat Kisah Anak-anak Remaja Kaya,hot
5/10/2020,https://hot.detik.com/book/d-5009185/okky-madasari-sedang-garap-kelanjutan-novel-anak-seri-mata,Okky Madasari Sedang Garap Kelanjutan Novel Anak Seri 'Mata',hot
5/10/2020,https://hot.detik.com/celeb/d-5009158/lihat-jari-kakinya-saat-hamil-katy-perry-nangis-terus,"Lihat Jari Kakinya Saat Hamil, Katy Perry Nangis Terus",hot
5/10/2020,https://hot.detik.com/detiktv/d-5009181/kerinduan-amanda-rawles-berpuasa-di-indonesia,Kerinduan Amanda Rawles Berpuasa di Indonesia,hot
5/10/2020,https://hot.detik.com/spotlight/d-5009153/nia-dinata-soal-perempuan-dan-gossip-girl-indonesia,"Nia Dinata, Soal Perempuan dan 'Gossip Girl Indonesia'",hot
5/10/2020,https://hot.detik.com/celeb/d-5009143/tak-kunjung-minta-maaf-liza-aditya-polisikan-netter-usai-disebut-psk,"Tak Kunjung Minta Maaf, Liza Aditya Polisikan Netter Usai Disebut PSK",hot
5/10/2020,https://hot.detik.com/detiktv/d-5009133/lagi-lagi-rating-the-world-of-the-married-tertinggi-minggu-ini,Lagi-lagi! Rating The World of The Married Tertinggi Minggu Ini,hot
5/10/2020,https://hot.detik.com/book/d-5009097/marvel-tutup-semua-toko-komik-digital,Marvel Tutup Semua Toko Komik Digital,hot
5/10/2020,https://hot.detik.com/celeb/d-5009088/mutia-ayu-endorse-baju-lebaran-netizen-riuh,"Mutia Ayu Endorse Baju Lebaran, Netizen Riuh",hot
5/10/2020,https://hot.detik.com/movie/d-5009072/corona-mereda-disneyland-shanghai-kembali-buka,"Corona Mereda, Disneyland Shanghai Kembali Buka",hot
5/10/2020,https://hot.detik.com/celeb/d-5009063/djoko-santoso-meninggal-ahmad-dhani-bagikan-kenangan-lewat-foto,"Djoko Santoso Meninggal, Ahmad Dhani Bagikan Kenangan Lewat Foto",hot
5/10/2020,https://hot.detik.com/spotlight/d-5009049/nia-dinata-cerita-garap-gossip-girl-indonesia,Nia Dinata Cerita Garap 'Gossip Girl Indonesia',hot
5/10/2020,https://hot.detik.com/celeb/d-5009026/ramadhan-kelabu-nikita-willy-ditinggal-ayah-untuk-selamanya,"Ramadhan Kelabu, Nikita Willy Ditinggal Ayah Untuk Selamanya",hot
